wineId	country	description
57687	Greece	A surprise from the Assyrtiko-dominant island of Santorini, this delicious red is made from an endangered island variety. Rich aromas of cherry, violet and clove are followed by a balanced array of juicy red and black berry and complex warming spice flavors. The tannins are firm but the wine is smooth in the mouth. Pair with meat and rich cheeses. A find.
57954	Greece	Forest fruit and pepper aromas lead into flavors of blackberry, cedar and spice. Elegant and exotic, this wine is balanced with good acidity and luscious fruit.
57968	Greece	Complex floral and citric aromas lead this sophisticated white blend. Flavors of fresh tropical fruit, lemon and sea salt are balanced and appealing. A great everyday pour.
58004	Greece	Cherry and strawberry aromas lead this beautifully hued, complex rose'. The palate offers layers of herbal, blackberry and strawberry, with a brisk minerality and spicy finish adding dimension.
58124	Greece	Blackberry, black cherry and cinnamon aromas start this balanced, smooth wine. The palate follows with mellow flavors of vanilla, cherry and spicebox. An affordable red with versatile appeal.
58139	Greece	This wine has a floral tone in the aroma that is quite lovely, along with strawberry, spice and pepper tones. On the palate, savory waves of spiced meat, balsamic and spice are rounded out by plum and cherry fruit.
58141	Croatia	Juicy red plums and cherries, vanilla and smoke are pleasant on the nose and palate of this Bordeaux-style red from Istria, but gain freshness and verve from layers of bramble, menthol and fresh herbs. Full bodied with exceptionally integrated tannins that are soft and round, it's a big surprise at $13.
58211	Hungary	Lush, opulent aromas of tropical fruit, spice and honey lead this Tokaji from Hungary. On the palate, the wine is supple and unctuous without heaviness, coating the tongue with more pineapple, orange and honey and finishing off with a delicious, lingering finesse.
58227	Hungary	Citrus, flowers and melon on the nose are mirrored in the flavors of this elegant and lively dessert wine from Hungary. The character is fresh, fruity and powerful, but not overwhelming. A lovely balance of fruit and acid gives it sophistication and a food-friendly style. Very pretty and sure to please myriad palates.
58335	Slovenia	This opens with aromas of sour cherry and red raspberry. In the mouth, there are pleasant flavors of tart cherry and red raspberry leading up to an astringent yet balanced finish.
58532	Greece	A lovely nose of citrus, apples and spice gives this Moschofilero from Mantinia a fresh but opulent appeal. On the palate, it's fuller bodied with rich fruit, but balanced by spice and minerals. A great white that can hold its own with myriad dishes.
58537	Greece	Red fruit and spices—cinnamon, pepper—dominate the nose of this solid, easygoing Agiorgitiko from Nemea. The palate offers perky red berry, spice and minerals in a full-bodied and smooth package. A dependable, elegant red.
58626	Slovenia	This blend of 40% Ribolla Gialla, 30% Chardonnay and 30% Sauvignonasse has aromas of freshly cut grass, lemon grass and white peach. It is clean and bright in the mouth with flavors of peach, apple, pear and apricot.
58649	Slovenia	This Chardonnay brings scents of pear juice, apple and a light whiff of mint. It is smooth on entry with flavors of caramelized pineapple and golden apple. It has good balance and a clean finish.
58669	Hungary	This Hungarian Chardonnay has aromas of honeycomb, pear, apple and citrus blossom. In the mouth, there are flavors of toasted brioche, green apple and vanilla.
58673	Hungary	Aromas of vanilla, toasted almond and white-peach juice prepare your palate for flavors of citrus blossom, apricot and pear. The finish has crisp acidity and pronounced minerality.
58702	Greece	This Xinomavro, with its compelling nose of coffee, cinnamon spice and olive, has a rough character that both distinguishes it (showing its Greek blood) and makes it tough to embrace. Tannic and slightly tart, with an underlay of spice, the wine wants more balance and less barb.
59615	Greece	This rounded white starts with aromas of lemon peel, orange jam, spice and flowers, followed by appealing flavors of citrus and white fruit. It has body and structure, and will temper spicy food well: think Indian, Szechuan.
60126	Slovenia	The color of light straw, this wine offers a clean aroma of ripe pineapple. It is soft in the mouth, with a flavor of slightly tart lemon curd and a hint of lemon blossom.
60256	Greece	This Muscat starts with floral and honeyed aromas, followed by a lush combination of honey, citrus and white fruits on the palate. A good interplay of spice and fruit, it will pair well with soft cheeses and fruit.
60474	Hungary	Deep ruby in the glass, this wine offers aromas of cherry cola, espresso and black cherry. Black plum flavors are enhanced by a medley of spice including cinnamon, clove and nutmeg. A strong network of tannins lingers on the palate into the persistent finish. Called Kekfrankos in Hungary, this grape is more commonly known as Blaufränkisch.
60662	Greece	This wine has a pronounced nose of flowers and bright tropical fruit, followed by fruit-forward flavors of nectarine and lemon. The wine is a bit showy but a mineral finish gives it poise.
61072	Greece	This wine has a floral tone in the aroma that is quite lovely, along with strawberry, spice and pepper tones. On the palate, savory waves of spiced meat, balsamic and spice are rounded out by plum and cherry fruit.
61084	Greece	An upright burst of cedar, menthol and molasses on the nose gives this dessert wine a serious edge. On the palate, cinnamon, cigarbox and cedar offer spicy, masculine character. Toasted nut adds to the mix. An intriguing sip.
61097	Slovenia	Pale straw in color with a faint touch of green, this wine has a nose of lemon blossom and freshly cut grass. Crisp, clean flavors of apple and lemon zest wash over the tongue, culminating in a burst of fresh acidity.
61098	Slovenia	A blend of Sauvignon Blanc and Pinot Grigio, this wine features an intriguing nose of lemon grass. Flavors of pineapple and Golden Delicious apple mingle on the round palate.
61633	Hungary	For $20, this bargain basement Tokaji is pretty unbelievable. Abundantly floral and honeyed on the nose, it's deeply concentrated on the palate, with layers of luscious figs and peaches, accented by lanolin and beeswax. Creamy and unctuous on the tongue, yet clean and fresh on the finish, with orange-inflected acidity that lingers.
61992	Greece	This wine begins with rustic charm, and it features notes of olive, cigar box and cedar, followed by equally earthy flavors of spicebox, tomato, vanilla and pepper. The sturdy tannins and texture are softened by a wave of red fruit. Pair this with grilled lamb or burgers.
62014	Greece	Strawberry and raspberry notes come with a tart edge in this easygoing rosé. On the palate, strawberry, violet and spice notes are balanced and fresh. A good everyday choice that will pair well with fruit salad, chicken salad and cold cuts.
62395	Slovenia	Intensely green and herbal on the nose, this has penetrating flavors of gooseberry, lavender, mint and grass. This Sauvignon Blanc, which was aged for two years in French barrique, is textural, with its hints of green-tea-like tannin.
62410	Greece	Violet, black fruit and cedar notes lead this poised red. The palate is plush, but finishes clean and dry. Subtle, clean and focused, it's a good wine to savor alone or with steak.
62561	Greece	This fresh version of a Cabernet/Merlot blend starts with a minerally, red berry and leather nose, followed by juicy flavors of berries. Balanced and approachable, the wine has sturdy tannins and a lingering finish. Elegant but ageable.
62562	Greece	Creamy fruit, spice and fresh tropical fruits offer an attractive start to this elegant, unfolding Greek Chardonnay. On the palate, fleshy fruit is balanced with a clean acidity and spin of spice. Versatile food pairings from creamy herbed chicken to grilled octopus come to mind.
62658	Greece	Orange peel, spice and lemon aromas start this Muscat out with spirit. On the palate, vanilla, toasted nut and lemon/orange flavors create a very pretty and balanced white. The wine finishes clean and crisp. An elegant choice that reflects the refined minerality for which Greece is known.
62662	Greece	This red blend starts with aromas of cocoa, cinnamon and vanilla, followed by a wave of cherry, nutmeg and pepper on the palate. The wine has an earthy character and bold structure. Pair with feta and lamb, or olive tapenade.
